name,country_code,genres,spotify_followers,spotify_monthly_listeners,facebook_likes,facebook_talks,twitter_followers,twitter_retweets,youtube_channel_views,youtube_daily_video_views,youtube_monthly_video_views,TikTok_followers,TikTok_Genz_followers,TikTok_Genz_followers_percentage,TikTok_avg_engagements_per_post,TikTok_number_of_top_tracks,TikTok_total_creations_for_top_n_tracks,TikTok_avg_creations_for_top_n_tracks,TikTok_total_views_for_top_n_tracks,TikTok_avg_views_for_top_n_tracks,Instagram_followers,Instagram_Genz_followers,Instagram_Genz_followers_percentage,Instagram_avg_engagements_per_post,artist_id,Youtube_subscribers,Youtube_Genz_subscribers,Youtube_Genz_subscribers_percentage,Youtube_avg_engagements_per_post
Norm Ender,TR,"turkish hip hop, turkish trap, hip-hop/rap",1815237,1060898,260461,14,,,759046988,174390,5304547,,,,,10,99112,9911,66884517,6688452,998720,535214.05,53.59,29981,311748,1540000,1005466,65.29,398792
Cedric Gervais,US,"edm, electro house, progressive house, progressive electro house, dutch house, pop dance, dance, electronic, house, pop, insights_high_priority_artists",102728,5140484,364197,258,73088,,11140515,240016,6927390,4101,2482.75,60.54,80,10,48895,4890,151176600,15117660,389977,127678.47,32.74,6624,206444,41000,24431.9,59.59,1291
Omarion,US,"r&b, rap, dance pop, urban contemporary, hip pop, southern hip hop, trap, hip-hop/rap, r&b/soul, contemporary r&b, pop, insights_high_priority_artists",2786460,3669428,5515870,15368,1306734,,1132701909,277798,7383195,536300,311643.93,58.11,2793,10,210449,21045,127300901,12730090,4482941,1286155.77,28.69,22103,2162,2049999,1232664.4,60.13,1844
Karan Aujla,IN,"desi hip hop, desi pop, punjabi pop, world, indian, indian pop, indian hip-hop/rap",5168120,7586821,1230234,9882,34609,0,,,,319900,167179.74,52.26,49712,10,2199700,219970,239458615,23945862,5476904,2202810.79,40.22,545285,,,,,
Mr. Probz,NL,"tropical house, dance, hip-hop/rap, pop, electronic, insights_high_priority_artists",331140,7027778,358241,11,106235,,796174327,214572,6186281,,,,,10,206684,20668,489436397,48943640,130290,44168.31,33.9,5457,3845,965000,603993.5,62.59,32011
Jacquees,US,"r&b, rap, trap, atl hip hop, pop r&b, hip-hop/rap, r&b/soul, holiday, insights_high_priority_artists",2478172,5485176,900651,703,639752,,1583539192,780648,20432315,614700,357693.93,58.19,19586,10,142863,14286,202648491,20264849,5783697,2454601.01,42.44,51249,194561,2650000,1739990,65.66,4258
MAX,US,"viral pop, dance, pop, singer/songwriter, rock, electronic, insights_high_priority_artists",815828,8720799,957978,502,701862,,518879575,,,1300000,1050790,80.83,129692,10,1021400,102140,522525918,52252592,807376,485555.93,60.14,146912,5614,2240000,1772064,79.11,1503
Staind,US,"alternative metal, nu metal, post-grunge, rock, metal, hard rock, pop, insights_high_priority_artists",2338691,4245338,2644626,16691,55676,,838255606,480723,12862224,,,,,10,43107,4311,82831708,8283171,122097,26128.76,21.4,4218,259,750000,220200,29.36,1696
LL COOL J,US,"rap, hip hop, east coast hip hop, old school hip hop, queens hip hop, golden age hip hop, hip-hop/rap, hip-hop, east coast rap, insights_high_priority_artists",1530129,3618051,7229332,3854,4887624,,433806246,348012,8596798,1900000,437570,23.03,16268,10,88523,8852,141305030,14130503,3200268,631732.9,19.74,14986,950,671000,232031.8,34.58,3509
Whitesnake,GB,"rock, album rock, classic rock, hard rock, metal, glam metal, british blues, pop rock, blues-rock, blues",2731627,5702465,1611384,11862,352733,,239482361,422076,10890041,,,,,10,31397,3140,55222602,5522260,575486,115500.04,20.07,2513,113,330000,79596,24.12,2708
Sufjan Stevens,US,"indie rock, indie pop, singer-songwriter, chamber pop, art pop, baroque pop, pop, alternative, singer/songwriter, folk, insights_high_priority_artists",1766487,8298569,7550,11,28771,,94758491,252260,7887949,14500,10685.05,73.69,0,10,121724,12172,558870314,55887031,241232,110267.15,45.71,0,1813,87200,46372.96,53.18,89
Seyi Vibez,NG,"afrobeats, nigerian pop, pop, worldwide, african, afrobeat, african pop",485668,1296872,,,158182,,2058554,,,,,,,10,1099100,109910,125861174,12586117,1623606,581738.03,35.83,258095,1637455,15000,8848.5,58.99,1722
Chuck Berry,US,"rock, blues, rockabilly, classic rock, soul, rock-and-roll, blues rock, r&b/soul, rock & roll",1818936,7592808,2002160,451,10041,,24852794,330151,8590861,185500,76166.3,41.06,1831,10,102630,10263,865894233,86589423,268835,91430.78,34.01,5822,373,15000,5911.5,39.41,18722
Godsmack,US,"alternative metal, nu metal, post-grunge, rap metal, rock, metal, hard rock, alternative",2983486,4974853,3856637,5887,318424,,1223548062,621344,17930878,24300,6784.56,27.92,986,10,76417,7642,73996615,7399662,513021,127742.23,24.9,4794,149,1280000,510848,39.91,4390
The Vamps,GB,"pop, boy band, rock, holiday, insights_high_priority_artists",5703547,8328629,5876062,396,3642264,,1228902047,199603,5744279,464100,396480.63,85.43,40631,10,161801,16180,470839602,47083960,3192724,2036957.91,63.8,27138,4666,4470000,3751224,83.92,1022
Buffalo Springfield,US,"folk, rock, album rock, classic rock, psychedelic rock, mellow gold, folk rock, soft rock, british blues, southern rock, country rock, heartland rock, blues rock, singer/songwriter, prog-rock/art rock, insights_high_priority_artists",742173,6015760,10651,9,,,,52566,1489548,,,,,10,17375,1738,76649393,7664939,,,,,,,,,
Paul Wall,US,"dirty south rap, crunk, houston rap, chopped and screwed, hip-hop/rap, dirty south, insights_high_priority_artists",790349,2740333,2368294,75925,432544,,108609415,483359,12766900,584300,208069.23,35.61,54425,10,440453,44045,1242779236,124277924,1177779,243329.14,20.66,24264,52691,153000,57329.1,37.47,564
Caitlin Sheil,,"pop, singer/songwriter",1065,9212,127943,2888,,,1474863972,,,9100000,6901440,75.84,168892,1,28,28,5326,5326,127530,87676.88,68.75,8656,9612867,1620000,1147770,70.85,91474
Franz Ferdinand,GB,"rock, indie rock, alternative rock, dance rock, scottish rock, modern rock, alternative",2458130,7427715,1869844,1995,258233,,282297159,213147,6336719,52500,27909,53.16,1707,10,18513,1851,62983332,6298333,287381,97393.42,33.89,6309,1794,431000,236101.8,54.78,8485
Standly,CL,"hip-hop/rap, singer/songwriter, latin, latin hip-hop/rap, urbano chileno",747973,10101677,11653,430,,,708490993,,,1300000,959400,73.8,135340,10,1596700,159670,2303008903,230300890,1610887,974586.64,60.5,141367,3744643,1310000,939794,71.74,27651
LiSA,JP,"anime, j-pop, anime rock, j-pixie, rock, world, soundtracks",2885131,4481645,1804157,2827,1609654,,1025234322,979566,22723224,617800,466562.56,75.52,71422,10,1106754,110675,2167217961,216721796,1137752,546917.39,48.07,30911,3651,2440000,1693360,69.4,1950
Ramones,US,"rock, permanent wave, alternative rock, punk, alternative, early us punk",2450662,5831003,5134096,8138,94721,,239269784,266095,6982168,,,,,10,189276,18928,986907418,98690742,573508,156682.39,27.32,24070,740,374000,145785.2,38.98,5727
Wu-Tang Clan,US,"rap, hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip-hop/rap, hardcore rap, east coast rap, insights_high_priority_artists, sony_high_priority_artists",2767471,6253031,5344640,4188,771390,,837458766,471709,13168144,68300,25680.8,37.6,14137,10,103222,10322,370645236,37064524,2053168,531154.56,25.87,32266,199052,1580000,728696,46.12,2668
Otto Waalkes,DE,"kabarett, pop, comedy, standup comedy, soundtracks",124252,4912170,908421,2322,191772,,47230558,,,,,,,10,510,51,495953,49595,420077,144254.44,34.34,21422,98182,246000,125066.4,50.84,7400
FINNEAS,US,"pop, la indie, alt z, alternative, singer/songwriter, sony_high_priority_artists, pov: indie",1841675,7695490,896037,1580,619764,,228926128,527701,12669302,2500000,1878000,75.12,234928,10,99139,9914,408083441,40808344,3898790,2638701.07,67.68,172999,202811,1460000,1102300,75.5,3901
Chaka Khan,US,"disco, soul, neo soul, quiet storm, funk, dance, pop, r&b/soul, insights_high_priority_artists",1509341,5172187,2401997,2871,480086,,190244248,310483,7911640,,,,,10,48243,4824,121684784,12168478,717941,99219.45,13.82,13071,648,370000,124912,33.76,1604
Vampire Weekend,US,"garage rock, indie rock, indietronica, chamber pop, stomp and holler, modern rock, baroque pop, rock, alternative, insights_high_priority_artists, sony_high_priority_artists",1859166,6289317,1922880,38,287434,,141352227,58367,1708586,,,,,10,225263,22526,1253303178,125330318,246462,103587.98,42.03,16961,2886,294000,182926.8,62.22,12682
Karol Sevilla,MX,"latin viral pop, pop, latino, latin pop, latin, soundtracks",633088,279048,5708388,3684,945500,,841862455,80417,2180603,26900000,22526060,83.74,203519,10,64042,6404,252927029,25292703,16350306,10989040.66,67.21,120545,749364,8590000,6633198,77.22,5358
Ammy Virk,IN,"desi pop, punjabi pop, indian, regional indian, indian pop, soundtracks",6516713,5858290,2636023,308,547677,,780937590,2173191,62765280,3300000,1937430,58.71,111077,10,2146600,214660,382056469,38205647,7428065,2577538.56,34.7,66971,159224,0,0,64.06,169
Dreamville,US,"rap, hip hop, pop rap, underground hip hop, southern hip hop, hip-hop/rap, insights_high_priority_artists",538984,7216017,257368,356,381829,,371827831,,,970100,642594.24,66.24,39711,10,46199,4620,154905301,15490530,1504812,598313.25,39.76,32462,1610170,1060000,651900,61.5,5708
Pyotr Ilyich Tchaikovsky,RU,"classical, holiday, opera, late romantic era, russian romanticism, classical drill",1155288,4815433,,,,,6381508,32368,960502,,,,,10,1028031,102803,799463451,79946345,,,,,104611,10100,4716.7,46.7,14
RÜFÜS DU SOL,AU,"indietronica, australian electropop, dance, electronic, pop",1349564,6262860,380127,1003,73149,,449335097,,,93300,51622.89,55.33,6282,10,50712,5071,198959719,19895972,931112,255590.24,27.45,43303,4007,603000,301922.1,50.07,2340
Sandro Cavazza,SE,"swedish pop, dance, pop, electronic",98657,8889617,46838,16,3752,,57274171,,,36100,21901.87,60.67,3196,10,242104,24210,282752906,28275291,77200,35867.12,46.46,5068,406569,132000,89377.2,67.71,2039
Banda Los Recoditos,MX,"banda, latin, latino, latin pop, latin dance, musica mexicana, nueva musica mexicana",4315243,6124633,8084011,27223,847745,,3960659063,1279682,33511748,274900,172032.42,62.58,3174,10,650500,65050,384167161,38416716,1652075,644144.04,38.99,707,206351,3500000,2328900,66.54,215
Orochi,BR,"brazilian hip hop, trap brasileiro, hip-hop/rap, hip-hop",3503613,6870875,2440283,786,849343,,1681513389,,,,,,,10,161147,16115,305355818,30535582,7371868,4273471.88,57.97,244474,650960,3440000,2649488,77.02,71881
Diego & Victor Hugo,BR,"sertanejo, sertanejo universitario, brazilian, arrocha, pop",2698154,6698055,297180,2124,311,0,2878855630,2392471,38406109,,,,,10,402133,40213,301488363,30148836,1334197,442686.56,33.18,40009,254562,2900000,1738840,59.96,4602
Gkay,BR,"dance, hip-hop/rap, r&b/soul",66,4,,,,,,,,20900000,14757490,70.61,37524,1,30,30,13784,13784,,,,,,,,,
Rich Brian,ID,"indonesian hip hop, pop, hip-hop/rap, r&b/soul, insights_high_priority_artists",2164804,7407424,1118498,109,1997371,,369966693,199806,6331340,613100,468776.26,76.46,78728,10,1758700,175870,5657081965,565708196,3606171,2014767.74,55.87,114769,149469,2330000,1757286,75.42,10943
Sofia Carson,US,"pop, dance, soundtrack, musicals, vocal, insights_high_priority_artists, soundtracks",3428852,4505467,5994814,1264,1019665,,557966753,912516,26396277,6300000,5493600,87.2,172427,10,462900,46290,759566616,75956662,20512439,14428449.59,70.34,568555,5329,3180000,2400264,75.48,42683
The Hollies,GB,"album rock, classic rock, british invasion, merseybeat, mellow gold, folk rock, soft rock, rock, pop, pop/rock, insights_high_priority_artists",1096587,5591074,492779,3624,841,,3085477,306060,8301824,,,,,10,59978,5998,214385558,21438556,3822,890.53,23.3,399,,,,,
Kodaline,IE,"modern rock, irish pop, rock, pop, alternative, insights_high_priority_artists",2913254,8868405,911790,466,271479,,1016566519,491417,14485480,29500,20543.8,69.64,641,10,735602,73560,1584477624,158447762,504277,253096.63,50.19,27530,4350,2630000,1950408,74.16,12544
Seether,ZA,"alternative metal, nu metal, post-grunge, south african rock, rock, hard rock, pop, insights_high_priority_artists",3204059,6318767,3502918,3648,,,1273077351,629587,18234241,69200,25569.4,36.95,2394,10,43059,4306,48604741,4860474,418152,127619.99,30.52,7267,1389,1430000,700414,48.98,700
Don Henley,US,"singer-songwriter, album rock, classic rock, mellow gold, soft rock, heartland rock, yacht rock, rock, pop, country, classical",1470906,5509382,656411,41,6994,,40163559,84889,2793362,,,,,10,70416,7042,27910935,2791094,,,,,254,95100,15472.77,16.27,10836
Fivio Foreign,US,"trap, brooklyn drill, new york drill, hip-hop/rap, insights_high_priority_artists, sony_high_priority_artists",1127156,7718182,650201,343,831391,,462309770,,,719100,486614.97,67.67,10510,10,1776100,177610,5623252852,562325285,1934344,754200.73,38.99,112835,1455972,936000,589024.8,62.93,6987
Johannes Brahms,DE,"classical, classical christmas, romantic era, romantic",887613,3626721,,,,,,15327,498830,,,,,10,650,65,3503993,350399,,,,,,,,,
Baby Rasta,PR,"reggaeton, trap latino, latin, latino, latin urban, trap, latin hip-hop/rap, urbano latino",1917539,8967818,,,177958,,,,,,,,,10,2731424,273142,4894968606,489496861,3897195,1922096.57,49.32,50192,,,,,
Michael Sembello,US,"dance, pop, pop/rock, rock, hi-nrg",79373,5366851,,,,,,206463,5858772,,,,,10,486872,48687,2362669753,236266975,845,122.95,14.55,176,,,,,
The Chicks,US,"country, pop, country dawn",1378473,5490626,1594241,11121,607595,,511996351,280250,7099986,81400,33097.24,40.66,7618,10,194050,19405,195303879,19530388,383946,79822.37,20.79,8676,1586,567000,202872.6,35.78,8306
Leo Dan,AR,"latin pop, ranchera, bolero, latin, latino, pop latino, cancion melodica, latin rock",2635484,6094607,3136481,39086,6099,,2842635613,2189913,56451409,,,,,10,3560392,356039,899925264,89992526,141178,33501.54,23.73,2101,211218,2380000,1088374,45.73,68
Ignacia Antonia,CL,"pop, latin, latin pop",50602,1411,,,,,182715081,,,30600000,25957980,84.83,214440,5,5019,1004,22285918,4457184,10098799,7619543.85,75.45,252658,,,,,
Sleepy Hallow,US,"nyc rap, brooklyn drill, hip-hop/rap, sony_high_priority_artists",1391208,9263872,8806,11,37005,,769641970,488376,17081990,,,,,10,980400,98040,2246993276,224699328,874229,474531.5,54.28,137309,737131,1150000,806725,70.15,61118
Jeremy Zucker,US,"pop, electropop, alt z, alternative",2166777,11641811,515807,804,115681,,881006516,4668,139544,717300,551962.35,76.95,6764,10,1233001,123300,836660549,83666055,619130,400824.76,64.74,32932,257641,2680000,2127384,79.38,1366
Øneheart,,"dance, hip-hop/rap, electronic, hardwave",279002,6818816,,,,,,,,155300,107048.29,68.93,14110,10,1801937,180194,6108496929,610849693,158449,81094.2,51.18,4504,,,,,
Yung Bleu,US,"trap, alabama rap, hip-hop/rap, r&b/soul, pop",1354465,5156079,1497762,11335,244684,,1396751441,611893,19940949,352300,237485.43,67.41,33875,10,542000,54200,530995778,53099578,1603774,605745.44,37.77,37931,253877,2029999,1291891.36,63.64,4099
Popcaan,JM,"dancehall, reggae fusion, reggae, roots reggae, soca, modern dancehall, hip-hop/rap, traphall, jamaican hip hop, insights_high_priority_artists",934654,4129383,1381558,3250,713660,,1191921175,822458,20958963,167100,94394.79,56.49,9649,10,272400,27240,115042861,11504286,3114557,900418.43,28.91,83399,3630,2020000,1160692,57.46,4000
DnK,CU,"pop, latin, reggae, latin pop, latin hip-hop/rap",1449,30137,,,,,,,,,,,,10,2763362,276336,200168741,20016874,,,,,,,,,
Megadeth,US,"rock, alternative metal, nu metal, hard rock, metal, speed metal, thrash metal, melodic thrash, old school thrash",4753885,5192641,7981766,10934,1767414,,674703983,546809,16203276,,,,,10,39244,3924,85317967,8531797,2783821,891657.87,32.03,41842,276,1280000,582912,45.54,2361
Pat Benatar,US,"rock, singer-songwriter, album rock, classic rock, hard rock, glam metal, mellow gold, soft rock, new wave pop, new romantic, heartland rock, pop, pop/rock",1570023,5652536,836016,4443,36235,,81490,184887,4754768,,,,,10,41806,4181,92258847,9225885,56750,9868.83,17.39,5830,415,377,80.98,21.48,162
Nanpa Básico,CO,"colombian hip hop, mexican hip hop, hip-hop/rap, reggae, r&b/soul, latin, latin hip-hop/rap",2191733,4819985,1843768,18218,48582,,1950577330,,,1600000,1311040,81.94,55473,10,232216,23222,208320311,20832031,1609160,1107745.74,68.84,37669,107780,3790000,3075585,81.15,15943
The Prodigy,GB,"breakbeat, dance rock, big beat, hardcore techno, electronic, rave, dance, techno, rock, insights_high_priority_artists",2268442,4022616,3547474,11175,239705,,938512728,447948,12927348,,,,,10,516560,51656,1791385629,179138563,471779,87326.29,18.51,13285,1278,1230000,441816,35.92,7907
Aldo Ranks,PA,"panamanian pop, hip-hop/rap, latin, latino, reggae, dancehall, latin hip-hop/rap",45231,5192075,43315,202,,,,,,,,,,10,71547,7155,57205778,5720578,128691,31027.4,24.11,3381,,,,,
Harris Jayaraj,IN,"filmi, soundtrack, indian, tamil, tamil pop, indian pop, indian folk, soundtracks",5967564,8927330,1203486,15800,758399,,127047136,1490050,36500117,,,,,10,99996,10000,59588814,5958881,308,85.01,27.6,38,,,,,
B.B. King,US,"blues, classic rock, electric blues, soul blues, jazz blues, traditional blues, blues rock, r&b/soul, insights_high_priority_artists",2587853,3268034,2813728,253,26620,,88439437,202529,4598169,,,,,10,72927,7293,306844859,30684486,74287,19173.47,25.81,6444,945,250000,91700,36.68,911
Wolfine,CO,"reggaeton, colombian pop, hip-hop/rap, latino, latin urban, r&b/soul, latin, latin pop, latin hip-hop/rap, urbano latino",1542097,6382599,202189,50,,,665295198,,,163600,97996.4,59.9,76052,10,514726,51473,169883909,16988391,432383,189902.61,43.92,2533,156267,1360000,970768,71.38,188288
Teddy Swims,US,"pop, christmas, dance, holiday, sony_high_priority_artists",691774,4513061,2799451,121566,21373,,592223947,,,3600000,1410840,39.19,27172,10,2172019,217202,9316674019,931667402,2478093,503796.31,20.33,28215,1481260,2600000,1255800,48.3,2231
Joe Cocker,GB,"rock, singer-songwriter, album rock, classic rock, mellow gold, folk rock, soft rock, heartland rock, blues rock, pop, pop/rock, blues, insights_high_priority_artists",2130813,6572808,2237002,89,275,,109884351,238164,6282874,,,,,10,74189,7419,192459177,19245918,2533,332.33,13.12,182,,,,,
Mc Poze do Rodo,BR,"deep funk carioca, funk carioca, hip-hop/rap, brazilian, hip-hop, funk",4286189,5347395,1930006,1664,4118531,,1207020349,,,3309856,2405934.33,72.69,56396,10,551900,55190,462176532,46217653,8594741,5324442.05,61.95,845219,1505651,3850000,2751980,71.48,146679
Nardo Wick,US,"florida rap, hip-hop/rap, r&b/soul, florida drill, sony_high_priority_artists",717500,7607181,,,53027,,377960815,655576,16599736,43800,32600.34,74.43,4633,10,1384900,138490,2137711348,213771135,2186133,1006058.41,46.02,379965,3999431,707000,497940.1,70.43,73850
Angèle,BE,"french pop, belgian pop, variete francaise, dance, pop",2622392,5318728,264972,321,253275,,765756705,188639,5552833,1878230,1371483.55,73.02,61902,10,1499852,149985,785174341,78517434,3757007,2096409.91,55.8,165220,781320,1630000,1103673,67.71,8694
